company,job,summary
Fleetcor,Director / Senior Data Scientist," Fluent in statistics, analytics programming (SQL, R, Python), machine learning. The Director / Senior Data Scientist will work closely with eCommerce team to..."
Splice,Solutions Architect, He started Splice Machine to disrupt the $30 billion traditional database market with the first open-source dual engine database and predictive platform to...
Edgewater Technology,"Director of Sales, NA: Microsoft Dynamics"," You will also position other Microsoft technologies such as Modern Workplace, Artificial &amp; Business Intelligence and Machine Learning &amp; IoT and their..."
General Electric,Sr Staff Cyber Intelligence Analyst," Experience with object-oriented programming [Python, Java] Knowledge of machine learning and its applications in information security...."
Moogsoft,Enterprise Account Executive (Atlanta), Moogsoft is the creator of Moogsoft AIOps - a next generation approach to IT Operations and Analytics driven by real-time machine learning....
Honeywell,Cyber Security Director," Experience implementing artificial intelligence, machine learning and cognitive systems. Innovate to solve the world's most important challenges...."
Smith Hanley Associates,"Associate Director, Forecasting- PHARMA"," Experience in statistical techniques i.e. linear regression, logistic regression, decision tree, machine learning methods and time series forecasting techniques..."
Square,Senior Software Engineer," Job Description The Atlanta office houses a number of platform teams at Square. As Square's business continues to experience rapid growth, these teams serve..."
Capgemini,Data Scientist - CONSULTANT Level - ORLANDO FLORIDA - We will help Relocate, Expertise in machine learning algorithms and experience using the following ML techniques:. Design and build scalable machine learning models to meet the needs...
Exabeam,Technical Account Manager," The Exabeam Security Intelligence Platform uniquely combines a data lake for unlimited data collection at a predictable price, machine learning for advanced..."
SunTrust,Sr. Data Science Analyst," Creative thinking and hunger for learning. Analysts on the team work on innovative projects in partnership with several lines of business across the bank,..."
"Tropical Smoothie Café, LLC",Director of Retail Technology," Keep abreast of current trends in the restaurant technology industry, including the growing area of mobile applications, social media integrations, AI, Machine..."
KPMG,"Associate, Emerging Technologies, KPMG Tax Ignition"," One or more digital technologies (Process Robotics, Machine Learning, Data. Machine Learning (SciPy, numpy, etc ), Big Data tools (Spark, Hive, Pig, etc)...."
KPMG,"Machine Learning Engineer, Senior Associate"," Innovate. Collaborate. Shine. Lighthouse — KPMG's Center of Excellence for Advanced Analytics — has both applied data science, AI, and big data architecture..."
Intradiem,Product Manager - Business Intelligence," Intradiem is a leading-edge SaaS company that combines big data, machine learning, real-time automation, integration technologies and robotics to create..."
HatchWorks Technologies,Senior Account Director," Intellectual curiosity and passion around software and emerging technology, such as blockchain, virtual reality, machine learning, and robotics...."
Honeywell,Principal Data Scientist," Machine Learning experience of physical systems. 25 Develop data modeling, mining, pattern analysis, data visualization and machine learning solutions...."
IBM,Senior Android Application Developer, Experience implementing/using models with Machine Learning (ML). A successful candidate for this position will be an active participant in the development of...
Opendoor,Principal Engineer – ATL," Depth and breadth across multiple areas ranging from service oriented architectures, distributed systems, machine learning, algorithms, databases and front-end..."
Applied Resource Group,Senior Business Intelligence Architect, Knowledge of Machine Learning and Predictive Analytics. Senior Business Intelligence Architect....
Georgia Tech Research Institute,Robotics Researcher Software Engineer - ATAS, Machine learning for robotic control. Direct research projects in robotics and unmanned autonomous vehicles and systems....
Harness.io,Senior Sales Engineer," Harness uses a unique machine learning and AI-based approach to continuously verify the performance, quality and security of highly complex software systems,..."
"Pandora Media, Inc.","Senior Scientist, Content Science", Demonstrated expertise in a computational field with a strong background in machine learning and/or statistics....
Bridgevine Inc.,Business Rule (Policy Engine) Developer," Join our dynamic Technology Team and make an impact at Bridgevine Inc., the leading provider of customer acquisition solutions for iconic home service brands..."
Honeywell,"Sr Director, Data Management"," Experience in thought leadership in emerging master data management technologies including machine learning, AI and data science to improve data quality and..."
Candid Partners,DevOps Engineer, AI or Machine Learning playground work or GoLang Experience. Candid Partners- DevOps Engineer....
Voya Financial,"Senior Analyst, Agency Mortgage-Backed Securities"," Programming and coding experience with MATLAB, emphasis on statistics and machine learning. As part of the application process, a candidate account is required..."
Bank of America,Quantitative Finance Analyst/C++ Developer," Experience in competing risk models, financial theory, economics, derivatives pricing, stochastic calculus or machine learning...."
Georgia Tech Research Institute,Algorithm Developer - SEAL, O Machine Learning. The Georgia Tech Research Institute (GTRI) is looking for an Algorithm Developer who can think outside of the box and doesn’t want to do the...
KPMG,"Manager, Blockchain Solutions", Bachelor's degree in a technical field from an accredited college or university (master's or MBA degree preferred) with expertise in programming languages and a...
Newell Brands,Sr. Demand Planning Analyst - Supply Chain," Working knowledge data science techniques (data cleaning, machine learning) and tools (R, Python or a similar modeling language and in SQL) a plus...."
"ACTS, Inc.",Project Manager/Solution Delivery Manager," Our approach is to provide clients with technology-enabled solutions that deliver sustainable business value in areas such as application development,..."
The Home Depot,"Senior Analyst, Marketing Analytics"," Skilled in the use of tools such as SAS, R, and Python for analysis, predictive modeling, or machine learning...."
Micro Focus,"Senior Sales Representative, Vertica Big Data Products"," You will have a background in complex sales, especially in the big data, business intelligence and machine learning software space...."
ThoughtWorks,Lead Data Engineer, Understanding of how to architect solutions for data science and analytics such as productionizing machine learning models and collaborating with data...
"VersionOne, Inc.",Product Marketing Manager," Experience with business intelligence (BI), machine learning, application performance monitoring or predictive analytics. VersionOne is now part of CollabNet!..."
KPMG,"Manager, Development Lead", Bachelor's degree in a technical or quantitative field from an accredited college or university (master's or MBA degree is preferred) with working knowledge of...
Equifax,Web Analytics Lead," Experience with qualitative research and testing, performance management, app rating, sentiment analysis and machine learning methods is a plus...."
Catalina Marketing,Senior Data Scientist," In machine learning, computer science, engineering, mathematics, statistics, operations research, or related discipline AND 2+ years’ experience after graduate..."
"Career Guidant, Inc",Machine Learning Engineer," Knowledge of machine learning algorithms and workflows. Experience with TensorFlow, or similar machine learning frameworks...."
TSYS,"Full Stack Engineer, Digital Innovation Team"," Experience designing and developing large distributed, mobile, machine learning, responsive web or API software systems...."
Inspire Brands,Continuous Improvement and Automation Manager, Fundamental understanding of machine learning and automation. The Continuous Improvement and Automation Manager is a key individual on the Service Desk team....
CIYIS,IoT Solution Architect," Understanding, advocating and augmenting the principles of emerging, innovative IT strategies in disruptive technologies such as IoT, big data, machine learning..."
TSYS,ETL Software Engineer II or Above," Machine Learning – Python, R, Matlab, Tensorflow, DMTK. ETL Software Engineer for our Data Management team will be responsible for delivering high quality data..."
The Coca-Cola Company,IT Solution Architect III - Consumer Marketing Mobile Solution Strategist," Welcomes failure as a learning opportunity. This position will unlock value by capitalizing on CCNA consumer marketing mobile capabilities, including services,..."
ThoughtWorks,Senior Software Developer, Helping our clients become data-driven businesses by making real-time data available and using machine learning for competitive advantage....
TSYS,"Technical Business Analyst, Product Innovation Team"," Experience designing and delivering large distributed, mobile, machine learning, responsive web or API software systems...."
MHP – A Porsche Company,(Senior) Consultant for Data Science," Ideally knowledge of Machine Learning. Get involved in challenging projects in management-, process- and IT-consulting with focus on Big Data and Business..."
IntroPro,Systems Engineer / Architect, (Optional) Machine Learning and Chatbots. Experience working with machine learning or chatbots. Think with customers....
The Home Depot,SENIOR DATA ANALYST SUPPLY CHAIN," Writing SQL/code, statistics, machine learning, etc.). A Sr Data Analyst Supply Chain leverages proven technical abilities to synthesize complex analytical..."
The Home Depot,Senior Business Intelligence Analyst," Writing SQL/code, statistics, machine learning, etc.). A Sr Business Intelligence Analyst Supply Chain leverages proven technical abilities to synthesize..."
PNC Financial Services Group,Business Analytics Consultant Sr," Practical experience with data science techniques and machine learning algorithms. Your activities will include designing, prototyping, testing and implementing..."
Google,"Strategic Cloud Engineer (East), Google Professional Services"," Hands-on experience in big data, information retrieval, data mining or machine learning as well as experiences in building multi-tier high availability..."
Wyzant,Computer Science Tutor/Teacher," A love of learning. I am currently on a data science course, and need help with machine learning for my capstone project. Marietta, GA 30062...."
Cotiviti,Senior Data Scientist," Machine learning, applied scientist, data science, data analyst. Experience in machine learning, artificial intelligence and/or artificial neural networks...."
InterContinental Hotels Group,Principal Integration Architect," Big Data Data Design Principles and Best Practices Reporting and Analytics Design Patterns Data Platforms knowledge for Data Residency decisions (Teradata,..."
Micro Focus,DevOPs Security Engineer," DevOps | IT Operations| Cloud | Security | Info Governance | Big Data, Machine Learning, &amp; Analytics. At Micro Focus, everything we do is based on a simple idea..."
SGA,Data Scientist," Machine Learning Models (deep understanding):. Software Guidance &amp; Assistance, Inc., (SGA), is searching for a Data Scientist for a full time assignment with..."
KPMG,"Senior Associate, Blockchain Developer", Bachelor's degree in a technical field from an accredited college or university (master's or MBA degree preferred) with expertise in programming languages and a...
TSYS,"Engineering Manager, Digital Innovation Team", We leverage technology in completely new ways to construct fully automated financial platforms that live in the cloud and take advantage of the latest machine...
